주유소명,시도명,시군구명,소재지도로명주소,소재지지번주소,전화번호,위도,경도,상표구분명,대표자명,총직원수,데이터기준일자,제공기관코드,제공기관명
에이치디현대오일 뱅크(주)직영 경원주유소,경기도,평택시,경기도 평택시 경기대로 1602 (독곡동),경기도 평택시 독곡동 384-6번지,031-668-5185,37.087341,127.063009,현대,주영민,,2024-07-16,3910000,경기도 평택시
에이치디현대오일 뱅크(주)직영 송탄제일셀프주유소,경기도,평택시,경기도 평택시 송탄로 81 (장당동),"경기도 평택시 장당동 477-2, -4",031-665-4253,37.0524954683,127.0552002856,현대,주영민,,2024-07-16,3910000,경기도 평택시
에이치디현대오일 뱅크(주)직영 송탄현대셀프주유소,경기도,평택시,경기도 평택시 청원로 1626 (도일동),경기도 평태시 도일동 989-2,031-668-5189,37.0438958971,127.101112,현대,주영민,,2024-07-16,3910000,경기도 평택시
에이치디현대오일 뱅크㈜직영 송화주유소,경기도,평택시,경기도 평택시 팽성읍 팽성송화로 49,경기도 평택시 팽성읍 송화리 244-1 번지,031-691-0655,36.9527980186,127.0529096930,현대,주영민,,2024-07-16,3910000,경기도 평택시
에이치디현대오일뱅크(주) 직영 포승공단주유소,경기도,평택시,경기도 평택시 포승읍 포승공단로 241,경기도 평택시 포승읍 도곡리 631-26,031-681-9474,36.986006,126.8594105778,현대,주영민,,2024-07-16,3910000,경기도 평택시
에이치디현대오일뱅크(주)직영 포승현대주유소,경기도,평택시,경기도 평택시 포승읍 서동대로 713,"경기도 평택시 포승읍 만호리 383-12, 527, 528",031-664-1500,36.954862,126.859962,현대,주영민,,2024-07-16,3910000,경기도 평택시
에이치디현대오일뱅크(주)직영대길셀프주유소,경기도,평택시,경기도 평택시 포승읍 포승향남로 384,"경기도 평택시 포승읍 원정리 323, 324",031-686-6083,36.998164,126.843276,현대,주영민,,2024-07-16,3910000,경기도 평택시
엘지로주유소,경기도,평택시,경기도 평택시 진위면 엘지로 74,경기도 평택시 진위면 갈곶리 247-13 외 1필지,032-508-4200,37.124828,127.073617,기타,윤이득,,2024-07-16,3910000,경기도 평택시
영차주유소,경기도,평택시,경기도 평택시 오성면 청오로 253,경기도 평택시 오성면 양교리 135-3 외 1필지,031-683-5189,37.028447,126.974023,기타,김미영,,2024-07-16,3910000,경기도 평택시
영화에너지(주) 직영 칠칠주유소,경기도,평택시,경기도 평택시 팽성읍 부용로 118,경기도 평택시 팽성읍 객사리 71-13,031-691-6667,36.9656191146,127.066900,기타,김성용,,2024-07-16,3910000,경기도 평택시
오성아이씨 주유소,경기도,평택시,경기도 평택시 오성면 서동대로 2296,경기도 평택시 오성면 교포리 65-5,,37.0115916645,126.9960063218,기타,박길희,,2024-07-16,3910000,경기도 평택시
오성주유소,경기도,평택시,경기도 평택시 안중읍 서동대로 1924,경기도 평택시 안중읍 금곡리 47-8,031-681-3288,37.001573,126.9588048989,기타,김광진,,2024-07-16,3910000,경기도 평택시
와이에이치에너지,경기도,평택시,경기도 평택시 진위면 남부대로 538,경기도 평택시 진위면 고현리 21 번지4 호,,37.129426,127.0922010523,기타,박호삼,,2024-07-16,3910000,경기도 평택시
우진주유소,경기도,평택시,경기도 평택시 서탄면 정문회화로 497,"경기도 평택시 서탄면 적봉리 382-13, -14, -47번지",031-668-0018,37.097363,127.030566,기타,이기호,,2024-07-16,3910000,경기도 평택시
이케이에너지(주)평택,경기도,평택시,경기도 평택시 청북읍 청원로 49,경기도 평택시 청북읍 현곡리 252,031-683-5120,37.040602,126.939242,기타,김동성,,2024-07-16,3910000,경기도 평택시
이포에너지(주)대성주유소,경기도,평택시,경기도 평택시 경기대로 1577 (독곡동),경기도 평택시 독곡동 360-3,070-4312-5189,37.085274,127.0620325367,기타,이정균,,2024-07-16,3910000,경기도 평택시
자유에너지(주) 포승주유소,경기도,평택시,경기도 평택시 포승읍 서동대로 1179,경기도 평택시 포승읍 석정리 1253-1,031-682-3844,36.9846311959,126.884251,기타,유승남,,2024-07-16,3910000,경기도 평택시
정원셀프주유소,경기도,평택시,경기도 평택시 청원로 1640 (도일동),경기도 평택시 도일동 707-5 등 5필지,031-611-6051,37.0438818524,127.1039312869,기타,이수한,,2024-07-16,3910000,경기도 평택시
조일주유소,경기도,평택시,경기도 평택시 중앙로 227 (비전동),경기도 평택시 비전동 185,031-656-5200,36.990856,127.108210,기타,김민수,,2024-07-16,3910000,경기도 평택시
㈜복연주유소,경기도,평택시,경기도 평택시 남부대로 910(청룡동),경기도 평택시 청룡동 40-1,031-691-7150,37.0311670142,127.1305798750,기타,박종삼,,2024-07-16,3910000,경기도 평택시
주식회사 늘바른,경기도,평택시,경기도 평택시 오성면 서동대로 2067,경기도 평택시 오성면 죽리 10-1,031-681-8058,37.008152,126.9719010076,기타,박천희,,2024-07-16,3910000,경기도 평택시
주식회사 현곡,경기도,평택시,경기도 평택시 청북읍 청원로 27,경기도 평택시 청북읍 현곡리 287 외 2필지,031-683-3323,37.040734,126.936908,기타,원재형,,2024-07-16,3910000,경기도 평택시
㈜에이치앤씨커머스,경기도,평택시,경기도 평택시 경기대로 927 (모곡동),경기도 평택시 모곡동105번지4호,,37.0322401114,127.0701777398,기타,이현진,,2024-07-16,3910000,경기도 평택시
글로벌주유소,대구광역시,남구,대구광역시 남구 두류공원로 35,대구광역시 남구 대명동 1642-36,053-651-6400,35.8409596393,128.5734009219,S-Oil,백필상,,2024-08-05,3440000,대구광역시 남구
㈜에이치케이하이웨이 평택(제천방향)주유소,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6,경기도 평택시 청북읍 현곡리 73-18 평택복합시설,070-4172-8087,37.0449249943,126.944568,기타,이창봉,,2024-07-16,3910000,경기도 평택시
㈜에이치케이하이웨이 평택(평택방향)주유소,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6,경기도 평택시 청북읍 현곡리 73-18 평택복합시설,070-4172-8087,37.0449249943,126.944568,기타,이창봉,,2024-07-16,3910000,경기도 평택시
㈜우리주유소,경기도,평택시,경기도 평택시 경기대로 772(지제동),경기도 평택시 지제동 615-6,031-656-8275,37.0184191031,127.0724244892,기타,손향미,,2024-07-16,3910000,경기도 평택시
㈜우리주유소,경기도,평택시,경기도 평택시 경기대로 772(지제동),경기도 평택시 지제동 615-6,031-656-8275,37.0184191031,127.0724244892,기타,손향미,,2024-07-16,3910000,경기도 평택시
㈜우성에너지 대왕주유소,경기도,평택시,경기도 평택시 진위면 삼남로 691,경기도 평택시 진위면 마산리 387-3,,37.085410,127.0906715520,기타,박선주,,2024-07-16,3910000,경기도 평택시
㈜태경 평택공단주유소,경기도,평택시,경기도 평택시 경기대로 616,경기도 평택시 세교동 543-17,031-657-5146,37.0075177678,127.0798336767,기타,하현수,,2024-07-16,3910000,경기도 평택시
중앙주유소,경기도,평택시,경기도 평택시 송탄고가길 95 (독곡동),경기도 평택시 독곡동 14,031-611-2388,37.0927297481,127.0667517267,기타,김주송+김유빈,,2024-07-16,3910000,경기도 평택시
지에스칼텍스(주) 고덕국제도시주유소,경기도,평택시,경기도 평택시 고덕면 고덕국제2로 54,경기도 평택시 고덕면 어염리 4311-1,031-222-5145,37.047850,127.047406,GS,허세홍+이두희,,2024-07-16,3910000,경기도 평택시
지에스칼텍스(주) 평택항주유소,경기도,평택시,경기도 평택시 포승읍 포승향남로 228,경기도 평택시 포승읍 도곡리 148-4,031-681-5182,36.9915612357,126.8574552746,GS,허세홍,,2024-07-16,3910000,경기도 평택시
지에스칼텍스(주)동방주유소,경기도,평택시,경기도 평택시 경기대로 1624,경기도 평택시 신장동 75-1,031-222-5145,37.089278,127.063321,GS,허세홍+이두희,,2024-07-16,3910000,경기도 평택시
지에스칼텍스(주)만호주유소,경기도,평택시,경기도 평택시 포승읍 서동대로 771,경기도 평택시 포승읍 만호리 400-3,031-684-6004,36.959157,126.8561283654,GS,허세홍,,2024-07-16,3910000,경기도 평택시
지에스칼텍스(주)세교주유소,경기도,평택시,경기도 평택시 동삭로 224 (세교동),경기도 평택시 세교동 23-2,031-657-7514,37.006623,127.090471,GS,허세홍+이두희,,2024-07-16,3910000,경기도 평택시
지에스칼텍스㈜ 소사벌주유소,경기도,평택시,경기도 평택시 소사5길 114 (소사동),경기도 평택시 소사동 674 번지1 호,031-653-5145,36.991813,127.126810,GS,,,2024-07-16,3910000,경기도 평택시
진위주유소,경기도,평택시,경기도 평택시 진위면 동부대로 77,"경기도 평택시 진위면 가곡리 128-4, 129-3 번지",031-666-5185,37.110783,127.081329,기타,유승헌,,2024-07-16,3910000,경기도 평택시
청룡셀프주유소,경기도,평택시,경기도 평택시 만세로 1595 (청룡동),경기도 평택시 청룡동 226-8,031-653-5189,37.0221982888,127.1201140983,기타,정해종,,2024-07-16,3910000,경기도 평택시
청북셀프주유소,경기도,평택시,경기도 평택시 청북읍 서해로 1562,경기도 평택시 청북읍 후사리 261-8,031-684-9333,37.0306813606,126.939601,기타,김보미+권순재,,2024-07-16,3910000,경기도 평택시
탑주유소,경기도,평택시,경기도 평택시 송탄로 354 (지산동),경기도 평택시 지산동 855-6,,37.075409,127.0589033708,기타,천정임,,2024-07-16,3910000,경기도 평택시
태산에너지,경기도,평택시,경기도 평택시 진위면 진위서로 129,경기도 평택시 진위면 견산리 333-1,,37.1068598001,127.077465,기타,최수영,,2024-07-16,3910000,경기도 평택시
태양주유소,경기도,평택시,경기도 평택시 오성면 서동대로 2086,경기도 평택시 오성면 죽리 7-3,031-682-0044,37.0074062404,126.974383,기타,손종복,,2024-07-16,3910000,경기도 평택시
토진주유소,경기도,평택시,경기도 평택시 청북읍 청원로 123,경기도 평택시 청북읍 토진리 213-34,,37.040014,126.947274,기타,이승훈,,2024-07-16,3910000,경기도 평택시
평안주유소,경기도,평택시,경기도 평택시 지산로 291 (지산동),경기도 평택시 지산동 230,031-611-8300,37.076170,127.0864030554,기타,유정우,,2024-07-16,3910000,경기도 평택시
평원주유소,경기도,평택시,경기도 평택시 만세로 1465 (청룡동),경기도 평택시 청룡동 58-19,031-655-7771,37.0328078120,127.1263942448,기타,장경채,,2024-07-16,3910000,경기도 평택시
평택굿오일주유소,경기도,평택시,경기도 평택시 경기대로 729 (지제동),경기도 평택시 지제동 564-3,031-657-5133,37.014556,127.0719640467,기타,허미경+김석태,,2024-07-16,3910000,경기도 평택시
평택농협주유소,경기도,평택시,경기도 평택시 만세로 1649 (죽백동),경기도 평택시 죽백동 442-1,031-653-9805,37.017773,127.1175240184,기타,이재화,,2024-07-16,3910000,경기도 평택시
평택물류주유소,경기도,평택시,경기도 평택시 도일유통길 38-4 (도일동),경기도 평택시 도일동 1173-3,,37.037845,127.101844,기타,이희영,,2024-07-16,3910000,경기도 평택시
평택주유소,경기도,평택시,경기도 평택시 평택로 258 (세교동),경기도 평택시 세교동 462-3,031-655-4051,37.006108,127.072649,기타,정양택,,2024-07-16,3910000,경기도 평택시
평화주유소,경기도,평택시,경기도 평택시 현덕면 서해로 504,경기도 평택시 기산리 135-38 외 4필지,031-681-0094,36.945648,126.913774,기타,오준석,,2024-07-16,3910000,경기도 평택시
포승공단주유소,경기도,평택시,경기도 평택시 포승읍 평택항로 158,경기도 평택시 포승읍 만호리 578-1,031-684-5138,36.9739408874,126.8439085023,기타,김영진+이근수,,2024-07-16,3910000,경기도 평택시
한길주유소,경기도,평택시,경기도 평택시 고덕면 서동대로 2531,"경기도 평택시 고덕면 궁리 395-1, 404-11, 481-3",031-662-2323,37.017900,127.020906,기타,임양성,,2024-07-16,3910000,경기도 평택시
한이에너지,경기도,평택시,경기도 평택시 오성면 서동대로 2043,경기도 평택시 오성면 죽리 1-2 외 2필지,031-686-9881,37.007989,126.969308,기타,장내형,,2024-07-16,3910000,경기도 평택시
합명회사 세방,경기도,평택시,경기도 평택시 평택로163번길 7 (신대동),경기도 평택시 신대동 117-4,031-652-6700,36.9994579511,127.0782125517,기타,천낙범,,2024-07-16,3910000,경기도 평택시
합정셀프주유소,경기도,평택시,경기도 평택시 평택4로 28 (합정동),경기도 평택시 합정동 963-4,031-653-5151,36.9904350429,127.099994,기타,김상석,,2024-07-16,3910000,경기도 평택시
㈜한국에너지,대구광역시,남구,대구광역시 남구 두류공원로 103,대구광역시 남구 대명동 3048-39,053-657-2712,35.845605,128.567893,알뜰,박원기,,2024-08-05,3440000,대구광역시 남구
행운셀프주유소,경기도,평택시,경기도 평택시 송탄로 301 (서정동),경기도 평택시 서정동 789-4,031-666-9292,37.0706938767,127.0591678533,기타,이성환,,2024-07-16,3910000,경기도 평택시
현대드림주유소,경기도,평택시,경기도 평택시 팽성읍 안정로 200,경기도 평택시 팽성읍 두리 231 번지8 호,031-691-0888,36.968872,127.061789,현대,윤용수+김진희,,2024-07-16,3910000,경기도 평택시
현대오일뱅크(주)직영 서탄주유소,경기도,평택시,경기도 평택시 서탄면 발안로 1177,경기도 평택시 서탄면 수월암리 244-1,031-375-5145,37.134813,127.030655,현대,강달호+주영민,,2024-07-16,3910000,경기도 평택시
현대오일뱅크㈜직영 영원현대주유소,경기도,평택시,경기도 평택시 서탄면 발안로 1102,경기도 평택시 서탄면 내천리1-8+ 1-9번지,031-668-0018,37.132067,127.022576,현대,강달호+주영민,,2024-07-16,3910000,경기도 평택시
우리셀프주유소,대구광역시,남구,대구광역시 남구 성당로 156,대구광역시 남구 대명동 3042-13,053-654-6630,35.8481763850,128.5695100485,S-Oil,김복례,,2024-08-05,3440000,대구광역시 남구
이칠주유소,대구광역시,남구,대구광역시 남구 중앙대로 237,대구광역시 남구 대명동 1792-31,053-656-4427,35.8545692,128.5902599,SK,공재형,,2024-08-05,3440000,대구광역시 남구
